,APPS
2018-07-30,1.3600000143051147
2018-07-31,1.3899999856948853
2018-08-01,1.4500000476837158
2018-08-02,1.4800000190734863
2018-08-03,1.5700000524520874
2018-08-06,1.440000057220459
2018-08-07,1.4700000286102295
2018-08-08,1.4600000381469727
2018-08-09,1.440000057220459
2018-08-10,1.5499999523162842
2018-08-13,1.4800000190734863
2018-08-14,1.4800000190734863
2018-08-15,1.5
2018-08-16,1.4600000381469727
2018-08-17,1.440000057220459
2018-08-20,1.4199999570846558
2018-08-21,1.4500000476837158
2018-08-22,1.409999966621399
2018-08-23,1.399999976158142
2018-08-24,1.3899999856948853
2018-08-27,1.440000057220459
2018-08-28,1.4199999570846558
2018-08-29,1.4299999475479126
2018-08-30,1.440000057220459
2018-08-31,1.399999976158142
2018-09-04,1.3700000047683716
2018-09-05,1.3200000524520874
2018-09-06,1.3200000524520874
2018-09-07,1.3300000429153442
2018-09-10,1.2599999904632568
2018-09-11,1.25
2018-09-12,1.2100000381469727
2018-09-13,1.25
2018-09-14,1.2699999809265137
2018-09-17,1.190000057220459
2018-09-18,1.25
2018-09-19,1.2300000190734863
2018-09-20,1.2599999904632568
2018-09-21,1.25
2018-09-24,1.2100000381469727
2018-09-25,1.2300000190734863
2018-09-26,1.25
2018-09-27,1.25
2018-09-28,1.2400000095367432
2018-10-01,1.2000000476837158
2018-10-02,1.190000057220459
2018-10-03,1.2300000190734863
2018-10-04,1.340000033378601
2018-10-05,1.3600000143051147
2018-10-08,1.309999942779541
2018-10-09,1.340000033378601
2018-10-10,1.2400000095367432
2018-10-11,1.2100000381469727
2018-10-12,1.2300000190734863
2018-10-15,1.2799999713897705
2018-10-16,1.3899999856948853
2018-10-17,1.4299999475479126
2018-10-18,1.3700000047683716
2018-10-19,1.3300000429153442
2018-10-22,1.3799999952316284
2018-10-23,1.340000033378601
2018-10-24,1.309999942779541
2018-10-25,1.2799999713897705
2018-10-26,1.2400000095367432
2018-10-29,1.2699999809265137
2018-10-30,1.309999942779541
2018-10-31,1.2899999618530273
2018-11-01,1.3799999952316284
2018-11-02,1.350000023841858
2018-11-05,1.399999976158142
2018-11-06,1.5199999809265137
2018-11-07,1.649999976158142
2018-11-08,1.6200000047683716
2018-11-09,1.7000000476837158
2018-11-12,1.600000023841858
2018-11-13,1.600000023841858
2018-11-14,1.690000057220459
2018-11-15,1.649999976158142
2018-11-16,1.6399999856948853
2018-11-19,1.659999966621399
2018-11-20,1.6399999856948853
2018-11-21,1.6399999856948853
2018-11-23,1.600000023841858
2018-11-26,1.7100000381469727
2018-11-27,1.7000000476837158
2018-11-28,1.75
2018-11-29,1.75
2018-11-30,1.9299999475479126
2018-12-03,1.9800000190734863
2018-12-04,2.0
2018-12-06,1.9800000190734863
2018-12-07,1.8899999856948853
2018-12-10,1.9800000190734863
2018-12-11,2.009999990463257
2018-12-12,2.0399999618530273
2018-12-13,2.0299999713897705
2018-12-14,2.0
2018-12-17,1.8799999952316284
2018-12-18,1.7599999904632568
2018-12-19,1.7100000381469727
2018-12-20,1.75
2018-12-21,1.659999966621399
2018-12-24,1.6699999570846558
2018-12-26,1.690000057220459
2018-12-27,1.690000057220459
2018-12-28,1.850000023841858
2018-12-31,1.8300000429153442
2019-01-02,1.8899999856948853
2019-01-03,1.9700000286102295
2019-01-04,2.1500000953674316
2019-01-07,2.2899999618530273
2019-01-08,2.2200000286102295
2019-01-09,2.190000057220459
2019-01-10,2.200000047683716
2019-01-11,2.2100000381469727
2019-01-14,2.1500000953674316
2019-01-15,2.1500000953674316
2019-01-16,2.049999952316284
2019-01-17,2.0999999046325684
2019-01-18,2.119999885559082
2019-01-22,2.119999885559082
2019-01-23,2.180000066757202
2019-01-24,2.130000114440918
2019-01-25,2.190000057220459
2019-01-28,2.1500000953674316
2019-01-29,2.130000114440918
2019-01-30,2.2699999809265137
2019-01-31,2.200000047683716
2019-02-01,2.2100000381469727
2019-02-04,2.180000066757202
2019-02-05,2.190000057220459
2019-02-06,2.440000057220459
2019-02-07,2.509999990463257
2019-02-08,2.5399999618530273
2019-02-11,2.700000047683716
2019-02-12,2.9200000762939453
2019-02-13,2.890000104904175
2019-02-14,2.990000009536743
2019-02-15,3.049999952316284
2019-02-19,2.880000114440918
2019-02-20,2.8499999046325684
2019-02-21,2.9800000190734863
2019-02-22,3.200000047683716
2019-02-25,3.119999885559082
2019-02-26,3.200000047683716
2019-02-27,3.200000047683716
2019-02-28,3.180000066757202
2019-03-01,3.2699999809265137
2019-03-04,3.259999990463257
2019-03-05,3.2799999713897705
2019-03-06,3.2100000381469727
2019-03-07,3.1500000953674316
2019-03-08,3.0999999046325684
2019-03-11,3.049999952316284
2019-03-12,3.1500000953674316
2019-03-13,3.109999895095825
2019-03-14,3.1500000953674316
2019-03-15,3.059999942779541
2019-03-18,3.390000104904175
2019-03-19,3.549999952316284
2019-03-20,3.619999885559082
2019-03-21,3.7699999809265137
2019-03-22,3.5999999046325684
2019-03-25,3.0899999141693115
2019-03-26,3.2200000286102295
2019-03-27,3.2899999618530273
2019-03-28,3.3499999046325684
2019-03-29,3.5
2019-04-01,3.559999942779541
2019-04-02,3.7200000286102295
2019-04-03,3.6500000953674316
2019-04-04,3.630000114440918
2019-04-05,3.569999933242798
2019-04-08,3.8499999046325684
2019-04-09,3.740000009536743
2019-04-10,3.6600000858306885
2019-04-11,3.559999942779541
2019-04-12,3.490000009536743
2019-04-15,3.5
2019-04-16,3.569999933242798
2019-04-17,3.5
2019-04-18,3.430000066757202
2019-04-22,3.569999933242798
2019-04-23,3.559999942779541
2019-04-24,3.5899999141693115
2019-04-25,3.569999933242798
2019-04-26,3.5999999046325684
2019-04-29,3.6500000953674316
2019-04-30,3.7799999713897705
2019-05-01,3.9700000286102295
2019-05-02,3.890000104904175
2019-05-03,4.070000171661377
2019-05-06,4.059999942779541
2019-05-07,3.950000047683716
2019-05-08,3.890000104904175
2019-05-09,3.799999952316284
2019-05-10,3.819999933242798
2019-05-13,3.75
2019-05-14,3.869999885559082
2019-05-15,4.059999942779541
2019-05-16,4.090000152587891
2019-05-17,3.9600000381469727
2019-05-20,3.9000000953674316
2019-05-21,3.880000114440918
2019-05-22,3.9000000953674316
2019-05-23,3.940000057220459
2019-05-24,3.859999895095825
2019-05-28,3.8399999141693115
2019-05-29,3.6700000762939453
2019-05-30,3.7899999618530273
2019-05-31,3.7699999809265137
2019-06-03,3.680000066757202
2019-06-04,4.289999961853027
2019-06-05,4.639999866485596
2019-06-06,4.639999866485596
2019-06-07,4.75
2019-06-10,4.409999847412109
2019-06-11,4.400000095367432
2019-06-12,4.639999866485596
2019-06-13,4.690000057220459
2019-06-14,4.71999979019165
2019-06-17,4.5
2019-06-18,4.510000228881836
2019-06-19,4.730000019073486
2019-06-20,4.659999847412109
2019-06-21,4.730000019073486
2019-06-24,4.650000095367432
2019-06-25,4.559999942779541
2019-06-26,4.679999828338623
2019-06-27,5.059999942779541
2019-06-28,5.0
2019-07-01,5.150000095367432
2019-07-02,5.110000133514404
2019-07-03,5.349999904632568
2019-07-05,5.260000228881836
2019-07-08,5.210000038146973
2019-07-09,5.239999771118164
2019-07-10,5.190000057220459
2019-07-11,5.320000171661377
2019-07-12,5.210000038146973
2019-07-15,5.269999980926514
2019-07-16,5.269999980926514
2019-07-17,5.25
2019-07-18,5.210000038146973
2019-07-19,5.050000190734863
2019-07-22,4.940000057220459
2019-07-23,5.079999923706055
2019-07-24,5.460000038146973
2019-07-25,5.239999771118164
2019-07-26,5.21999979019165
2019-07-29,5.400000095367432
2019-07-30,5.579999923706055
2019-07-31,5.429999828338623
2019-08-01,5.579999923706055
2019-08-02,5.579999923706055
2019-08-05,5.659999847412109
2019-08-06,5.53000020980835
2019-08-07,5.579999923706055
2019-08-08,5.769999980926514
2019-08-09,6.329999923706055
2019-08-12,6.570000171661377
2019-08-13,6.889999866485596
2019-08-14,6.360000133514404
2019-08-15,5.949999809265137
2019-08-16,6.519999980926514
2019-08-19,6.590000152587891
2019-08-20,6.840000152587891
2019-08-21,7.46999979019165
2019-08-22,7.480000019073486
2019-08-23,7.21999979019165
2019-08-26,7.309999942779541
2019-08-27,7.21999979019165
2019-08-28,7.320000171661377
2019-08-29,7.53000020980835
2019-08-30,7.610000133514404
2019-09-03,7.400000095367432
2019-09-04,7.360000133514404
2019-09-05,7.46999979019165
2019-09-06,7.269999980926514
2019-09-09,6.809999942779541
2019-09-10,6.389999866485596
2019-09-11,6.699999809265137
2019-09-12,6.760000228881836
2019-09-13,6.659999847412109
2019-09-16,6.800000190734863
2019-09-17,6.940000057220459
2019-09-18,6.699999809265137
2019-09-19,6.769999980926514
2019-09-20,6.949999809265137
2019-09-23,7.110000133514404
2019-09-24,6.650000095367432
2019-09-25,6.789999961853027
2019-09-26,6.690000057220459
2019-09-27,6.260000228881836
2019-09-30,6.449999809265137
2019-10-01,6.360000133514404
2019-10-02,6.050000190734863
2019-10-03,6.309999942779541
2019-10-04,6.46999979019165
2019-10-07,6.400000095367432
2019-10-08,6.199999809265137
2019-10-09,6.300000190734863
2019-10-10,6.230000019073486
2019-10-11,6.420000076293945
2019-10-14,6.409999847412109
2019-10-15,6.599999904632568
2019-10-16,6.429999828338623
2019-10-17,6.590000152587891
2019-10-18,6.559999942779541
2019-10-21,6.760000228881836
2019-10-22,6.789999961853027
2019-10-23,6.980000019073486
2019-10-24,7.199999809265137
2019-10-25,7.230000019073486
2019-10-28,7.519999980926514
2019-10-29,7.519999980926514
2019-10-30,7.199999809265137
2019-10-31,6.989999771118164
2019-11-01,7.039999961853027
2019-11-04,7.110000133514404
2019-11-05,6.829999923706055
2019-11-06,6.880000114440918
2019-11-07,6.860000133514404
2019-11-08,7.070000171661377
2019-11-11,7.329999923706055
2019-11-12,8.289999961853027
2019-11-13,8.210000038146973
2019-11-14,8.069999694824219
2019-11-15,7.960000038146973
2019-11-18,8.210000038146973
2019-11-19,8.390000343322754
2019-11-20,8.399999618530273
2019-11-21,8.430000305175781
2019-11-22,8.369999885559082
2019-11-25,8.079999923706055
2019-11-26,8.239999771118164
2019-11-27,8.630000114440918
2019-11-29,8.880000114440918
2019-12-02,8.539999961853027
2019-12-03,8.260000228881836
2019-12-04,8.260000228881836
2019-12-05,8.300000190734863
2019-12-06,8.350000381469727
2019-12-09,8.369999885559082
2019-12-10,8.270000457763672
2019-12-11,8.119999885559082
2019-12-12,7.619999885559082
2019-12-13,7.340000152587891
2019-12-16,7.599999904632568
2019-12-17,7.880000114440918
2019-12-18,7.800000190734863
2019-12-19,7.599999904632568
2019-12-20,7.559999942779541
2019-12-23,7.75
2019-12-24,7.880000114440918
2019-12-26,8.079999923706055
2019-12-27,7.400000095367432
2019-12-30,7.010000228881836
2019-12-31,7.130000114440918
2020-01-02,7.309999942779541
2020-01-03,7.349999904632568
2020-01-06,7.380000114440918
2020-01-07,7.480000019073486
2020-01-08,7.400000095367432
2020-01-09,7.309999942779541
2020-01-10,7.230000019073486
2020-01-13,7.480000019073486
2020-01-14,7.510000228881836
2020-01-15,7.389999866485596
2020-01-16,7.639999866485596
2020-01-17,7.570000171661377
2020-01-21,7.579999923706055
2020-01-22,7.019999980926514
2020-01-23,7.230000019073486
2020-01-24,7.159999847412109
2020-01-27,7.010000228881836
2020-01-28,6.889999866485596
2020-01-29,6.75
2020-01-30,6.449999809265137
2020-01-31,6.239999771118164
2020-02-03,6.5
2020-02-04,6.610000133514404
2020-02-05,6.110000133514404
2020-02-06,6.079999923706055
2020-02-07,6.0
2020-02-10,6.460000038146973
2020-02-11,5.900000095367432
2020-02-12,6.789999961853027
2020-02-13,7.019999980926514
2020-02-14,6.769999980926514
2020-02-18,6.650000095367432
2020-02-19,6.860000133514404
2020-02-20,6.909999847412109
2020-02-21,6.800000190734863
2020-02-24,6.440000057220459
2020-02-25,5.949999809265137
2020-02-26,6.150000095367432
2020-02-27,5.769999980926514
2020-02-28,6.130000114440918
2020-03-02,6.260000228881836
2020-03-03,5.840000152587891
2020-03-04,6.920000076293945
2020-03-05,7.139999866485596
2020-03-06,6.699999809265137
2020-03-09,6.139999866485596
2020-03-10,6.340000152587891
2020-03-11,5.880000114440918
2020-03-12,4.559999942779541
2020-03-13,4.769999980926514
2020-03-16,3.799999952316284
2020-03-17,4.269999980926514
2020-03-18,3.7300000190734863
2020-03-19,4.260000228881836
2020-03-20,3.9100000858306885
2020-03-23,3.930000066757202
2020-03-24,4.269999980926514
2020-03-25,4.360000133514404
2020-03-26,4.360000133514404
2020-03-27,4.230000019073486
2020-03-30,4.179999828338623
2020-03-31,4.309999942779541
2020-04-01,4.070000171661377
2020-04-02,3.880000114440918
2020-04-03,3.8299999237060547
2020-04-06,4.170000076293945
2020-04-07,4.139999866485596
2020-04-08,4.429999828338623
2020-04-09,4.900000095367432
2020-04-13,4.829999923706055
2020-04-14,4.889999866485596
2020-04-15,4.639999866485596
2020-04-16,4.739999771118164
2020-04-17,5.119999885559082
2020-04-20,5.300000190734863
2020-04-21,5.260000228881836
2020-04-22,5.360000133514404
2020-04-23,5.5
2020-04-24,5.489999771118164
2020-04-27,5.489999771118164
2020-04-28,6.019999980926514
2020-04-29,6.369999885559082
2020-04-30,5.860000133514404
2020-05-01,5.380000114440918
2020-05-04,5.429999828338623
2020-05-05,5.510000228881836
2020-05-06,5.380000114440918
2020-05-07,5.570000171661377
2020-05-08,5.460000038146973
2020-05-11,5.849999904632568
2020-05-12,5.639999866485596
2020-05-13,5.510000228881836
2020-05-14,5.639999866485596
2020-05-15,5.46999979019165
2020-05-18,5.710000038146973
2020-05-19,5.690000057220459
2020-05-20,5.800000190734863
2020-05-21,5.840000152587891
2020-05-22,5.820000171661377
2020-05-26,6.110000133514404
2020-05-27,6.25
2020-05-28,6.059999942779541
2020-05-29,6.420000076293945
2020-06-01,6.619999885559082
2020-06-02,6.860000133514404
2020-06-03,9.050000190734863
2020-06-04,8.630000114440918
2020-06-05,9.529999732971191
2020-06-08,10.510000228881836
2020-06-09,9.949999809265137
2020-06-10,9.5
2020-06-11,8.619999885559082
2020-06-12,9.380000114440918
2020-06-15,9.890000343322754
2020-06-16,10.420000076293945
2020-06-17,10.220000267028809
2020-06-18,10.109999656677246
2020-06-19,10.380000114440918
2020-06-22,11.039999961853027
2020-06-23,11.270000457763672
2020-06-24,11.010000228881836
2020-06-25,11.75
2020-06-26,11.8100004196167
2020-06-29,11.869999885559082
2020-06-30,12.569999694824219
2020-07-01,12.680000305175781
2020-07-02,12.90999984741211
2020-07-06,13.430000305175781
2020-07-07,12.739999771118164
2020-07-08,12.800000190734863
2020-07-09,12.859999656677246
2020-07-10,13.220000267028809
2020-07-13,12.239999771118164
2020-07-14,12.65999984741211
2020-07-15,12.930000305175781
2020-07-16,12.720000267028809
2020-07-17,12.779999732971191
2020-07-20,13.279999732971191
2020-07-21,12.84000015258789
2020-07-22,12.569999694824219
2020-07-23,12.359999656677246
2020-07-24,12.1899995803833
2020-07-27,12.5600004196167
2020-07-28,12.109999656677246
2020-07-29,12.520000457763672
2020-07-30,13.359999656677246
2020-07-31,13.880000114440918
2020-08-03,14.880000114440918
2020-08-04,15.539999961853027
2020-08-05,16.290000915527344
2020-08-06,21.270000457763672
2020-08-07,22.59000015258789
2020-08-10,23.049999237060547
2020-08-11,22.979999542236328
2020-08-12,24.149999618530273
2020-08-13,25.09000015258789
2020-08-14,24.75
2020-08-17,25.899999618530273
2020-08-18,26.600000381469727
2020-08-19,27.739999771118164
2020-08-20,28.139999389648438
2020-08-21,28.040000915527344
2020-08-24,25.700000762939453
2020-08-25,24.510000228881836
2020-08-26,23.670000076293945
2020-08-27,22.700000762939453
2020-08-28,23.979999542236328
2020-08-31,24.190000534057617
2020-09-01,26.90999984741211
2020-09-02,26.3700008392334
2020-09-03,24.1200008392334
2020-09-04,23.5
2020-09-08,23.479999542236328
2020-09-09,25.06999969482422
2020-09-10,24.969999313354492
2020-09-11,24.200000762939453
2020-09-14,25.309999465942383
2020-09-15,28.670000076293945
2020-09-16,32.22999954223633
2020-09-17,32.349998474121094
2020-09-18,32.790000915527344
2020-09-21,32.709999084472656
2020-09-22,32.16999816894531
2020-09-23,32.66999816894531
2020-09-24,30.290000915527344
2020-09-25,30.3799991607666
2020-09-28,31.049999237060547
2020-09-29,33.029998779296875
2020-09-30,32.7400016784668
2020-10-01,35.20000076293945
2020-10-02,34.380001068115234
2020-10-05,35.58000183105469
2020-10-06,35.56999969482422
2020-10-07,36.529998779296875
2020-10-08,35.810001373291016
2020-10-09,36.43000030517578
2020-10-12,38.29999923706055
2020-10-13,39.83000183105469
2020-10-14,41.20000076293945
2020-10-15,38.099998474121094
2020-10-16,38.38999938964844
2020-10-19,36.43000030517578
2020-10-20,36.099998474121094
2020-10-21,34.209999084472656
2020-10-22,32.86000061035156
2020-10-23,33.849998474121094
2020-10-26,31.709999084472656
2020-10-27,31.489999771118164
2020-10-28,30.030000686645508
2020-10-29,31.8799991607666
2020-10-30,28.65999984741211
2020-11-02,30.6200008392334
2020-11-03,34.27000045776367
2020-11-04,37.29999923706055
2020-11-05,41.86000061035156
2020-11-06,42.29999923706055
2020-11-09,36.540000915527344
2020-11-10,33.970001220703125
2020-11-11,35.65999984741211
2020-11-12,35.810001373291016
2020-11-13,37.27000045776367
2020-11-16,36.63999938964844
2020-11-17,36.77000045776367
2020-11-18,35.7599983215332
2020-11-19,37.540000915527344
2020-11-20,40.189998626708984
2020-11-23,41.470001220703125
2020-11-24,37.849998474121094
2020-11-25,38.959999084472656
2020-11-27,40.41999816894531
2020-11-30,44.97999954223633
2020-12-01,44.56999969482422
2020-12-02,41.04999923706055
2020-12-03,42.209999084472656
2020-12-04,42.95000076293945
2020-12-07,43.33000183105469
2020-12-08,43.9900016784668
2020-12-09,41.41999816894531
2020-12-10,42.68000030517578
2020-12-11,43.54999923706055
2020-12-14,46.93000030517578
2020-12-15,48.02000045776367
2020-12-16,48.7400016784668
2020-12-17,53.470001220703125
2020-12-18,57.439998626708984
2020-12-21,58.4900016784668
2020-12-22,59.709999084472656
2020-12-23,56.86000061035156
2020-12-24,58.58000183105469
2020-12-28,55.63999938964844
2020-12-29,52.869998931884766
2020-12-30,56.86000061035156
2020-12-31,56.560001373291016
2021-01-04,52.31999969482422
2021-01-05,51.61000061035156
2021-01-06,49.09000015258789
2021-01-07,51.56999969482422
2021-01-08,52.11000061035156
2021-01-11,50.63999938964844
2021-01-12,54.849998474121094
2021-01-13,57.619998931884766
2021-01-14,59.970001220703125
2021-01-15,55.9900016784668
2021-01-19,58.06999969482422
2021-01-20,64.37000274658203
2021-01-21,62.0099983215332
2021-01-22,67.93000030517578
2021-01-25,64.69999694824219
2021-01-26,61.939998626708984
2021-01-27,58.0
2021-01-28,61.08000183105469
2021-01-29,57.209999084472656
2021-02-01,59.79999923706055
2021-02-02,63.7599983215332
2021-02-03,64.44000244140625
2021-02-04,77.19000244140625
2021-02-05,88.08000183105469
2021-02-08,90.98999786376953
2021-02-09,92.02999877929688
2021-02-10,88.8499984741211
2021-02-11,86.72000122070312
2021-02-12,85.58999633789062
2021-02-16,82.95999908447266
2021-02-17,82.51000213623047
2021-02-18,79.93000030517578
2021-02-19,84.97000122070312
2021-02-22,78.12999725341797
2021-02-23,82.0
2021-02-24,79.01000213623047
2021-02-25,72.37999725341797
2021-02-26,82.56999969482422
2021-03-01,94.73999786376953
2021-03-02,93.0199966430664
2021-03-03,90.66999816894531
2021-03-04,78.81999969482422
2021-03-05,74.0
2021-03-08,61.91999816894531
2021-03-09,71.51000213623047
2021-03-10,75.88999938964844
2021-03-11,86.9800033569336
2021-03-12,87.19999694824219
2021-03-15,84.26000213623047
2021-03-16,79.51000213623047
2021-03-17,82.66999816894531
2021-03-18,77.02999877929688
2021-03-19,81.0
2021-03-22,89.3499984741211
2021-03-23,85.29000091552734
2021-03-24,73.51000213623047
2021-03-25,75.69000244140625
2021-03-26,75.66000366210938
2021-03-29,71.33000183105469
2021-03-30,74.51000213623047
2021-03-31,80.36000061035156
2021-04-01,82.2699966430664
2021-04-05,81.81999969482422
2021-04-06,85.25
2021-04-07,81.73999786376953
2021-04-08,86.52999877929688
2021-04-09,86.69000244140625
2021-04-12,88.0999984741211
2021-04-13,88.66999816894531
2021-04-14,84.0999984741211
2021-04-15,78.31999969482422
2021-04-16,75.29000091552734
2021-04-19,71.8499984741211
2021-04-20,69.93000030517578
2021-04-21,73.16000366210938
2021-04-22,72.61000061035156
2021-04-23,74.0999984741211
2021-04-26,76.70999908447266
2021-04-27,75.1500015258789
2021-04-28,73.58000183105469
2021-04-29,72.37999725341797
2021-04-30,75.43000030517578
2021-05-03,71.52999877929688
2021-05-04,69.43000030517578
2021-05-05,67.62000274658203
2021-05-06,61.22999954223633
2021-05-07,65.0999984741211
2021-05-10,60.060001373291016
2021-05-11,62.779998779296875
2021-05-12,58.189998626708984
2021-05-13,56.77000045776367
2021-05-14,59.11000061035156
